2016-1-1 0:0:00,1.151922904026
2016-01-01 12:35:00,0.1
2016-01-01 12:40:00,0.86
2016-01-01 12:45:00,4.638840232341940872*10^-01
2016-01-01 12:50:00,2.897*10^-01
2016-01-01 12:55:00,2.293908508631358201*10^-01
2016-01-01 13:00:00,3.98022394114*10^-01
2016-01-01 13:05:00,9.5432*10^-01
2016-01-01 13:10:00,1.45476630584093081
2016-01-01 13:15:00,3.4283774571625408312*10^-01
2016-01-01 13:20:00,1.1243388024737773*10^+00
2016-01-01 13:25:00,1.21680662278868557*10^+00
2016-01-01 13:30:00,1.16224352534*10^+00
2016-01-01 13:35:00,0.8392
2016-01-01 13:40:00,9.83298342900024*10^-01
2016-01-01 13:45:00,1.417909902016590*10^+00
2016-01-01 13:50:00,1.30841
2016-01-01 13:55:00,1.094612360
2016-01-01 14:00:00,1.124*10^+00
2016-01-01 14:05:00,0.275057027477331961
2016-01-01 14:10:00,1.0
2016-01-01 14:15:00,0.823715444804968
2016-01-01 14:20:00,1.198986*10^+00
2016-01-01 14:25:00,1.3293186860761224
2016-01-01 14:30:00,5.75284792145381085*10^-01
2016-01-01 14:35:00,1.152103450919
2016-01-01 14:40:00,1.2
2016-01-01 14:45:00,4.6*10^-01
2016-01-01 14:50:00,1.8866713260704054*10^-01
2016-01-01 14:55:00,7.2407855266895071*10^-01
2016-01-01 15:00:00,0.3036914988438094154
2016-01-01 15:05:00,2.9822553*10^-01
2016-01-01 15:10:00,0.18489874
2016-01-01 15:15:00,1.1372159028599
2016-01-01 15:20:00,1.257458586*10^+00
2016-01-01 15:25:00,1.17406
2016-01-01 15:30:00,0.89427802450688
2016-01-01 15:35:00,1.4874193451774398*10^-01
2016-01-01 15:40:00,1*10^+00
2016-01-01 15:45:00,1.41782871001298960
2016-01-01 15:50:00,9.2069310482*10^-01
2016-01-01 15:55:00,8.7935486244007710*10^-01
2016-01-01 16:00:00,3.33675411918049392*10^-01
2016-01-01 16:05:00,4.4903*10^-01
2016-01-01 16:10:00,0.629421848631
2016-01-01 16:15:00,1
2016-01-01 16:20:00,7.339443*10^-01
2016-01-01 16:25:00,6.13620161131779*10^-01
2016-01-01 16:30:00,1.5402603296284844703*10^-01
2016-01-01 16:35:00,0.760953075373989041
2016-01-01 16:40:00,4.2484081929*10^-01
2016-01-01 16:45:00,0.98990428144573
2016-01-01 16:50:00,8.4083783246615806384*10^-01
2016-01-01 16:55:00,0.77911040805238796
2016-01-01 17:00:00,0.05955
2016-01-01 17:05:00,#2.053889139114827511*10^+00
2016-01-01 17:10:00,5.41723204098*10^-01
2016-01-01 17:15:00,1.748641595*10^-01
2016-01-01 17:20:00,1.2236502693144837*10^+00
2016-01-01 17:25:00,0.341389523978060772
2016-01-01 17:30:00,0.72758258005026
2016-01-01 17:35:00,0.700618255976875326
2016-01-01 17:40:00,8.2858*10^-01
2016-01-01 17:45:00,0.693237877773697386
2016-01-01 17:50:00,2.4631*10^-01
2016-01-01 17:55:00,1.0331602271335
2016-01-01 18:00:00,1.2
2016-01-01 18:05:00,9.78893*10^-01
2016-01-01 18:10:00,1.4937981334486035
2016-01-01 18:15:00,6.3385141*10^-01
2016-01-01 18:20:00,6.916*10^-01
2016-01-01 18:25:00,4*10^-01
2016-01-01 18:30:00,0.8345248882
2016-01-01 18:35:00,1.019102439293
2016-01-01 18:40:00,4.7767555572916*10^-01
2016-01-01 18:45:00,0.704527625
2016-01-01 18:50:00,0
2016-01-01 18:55:00,1.3
2016-01-01 19:00:00,0.310
2016-01-01 19:05:00,6.3861039*10^-01
2016-01-01 19:10:00,7.26*10^-01
2016-01-01 19:15:00,1.202
2016-01-01 19:20:00,4.6093691395*10^-02
2016-01-01 19:25:00,7.904458291784143*10^-01
2016-01-01 19:30:00,6.64188053768215769*10^-01
2016-01-01 19:35:00,1.20
2016-01-01 19:40:00,1.06664261667*10^+00
2016-01-01 19:45:00,1.3275878859346677*10^+00
2016-01-01 19:50:00,0.123886448388866
2016-01-01 19:55:00,2.7622213*10^-01
2016-01-01 20:00:00,4.930895033725954391*10^-02
2016-01-01 20:05:00,3.208983823754352*10^-01
2016-01-01 20:10:00,0.1868
2016-01-01 20:15:00,1.1603662*10^+00
2016-01-01 20:20:00,7.977375415143266313*10^-01
2016-01-01 20:25:00,4.782993349*10^-05
2016-01-01 20:30:00,1.034087081223*10^+00
2016-01-01 20:35:00,0.74642792169304
2016-01-01 20:40:00,0.487
2016-01-01 20:45:00,8.20470776558*10^-01
2016-01-01 20:50:00,0.02954393
2016-01-01 20:55:00,8.2495828547*10^-01
2016-01-01 21:00:00,7*10^-01
2016-01-01 21:05:00,1.177498786*10^+00
2016-01-01 21:10:00,0.126600036
2016-01-01 21:15:00,1.1823895
2016-01-01 21:20:00,1.4
2016-01-01 21:25:00,4.7659275493425912*10^-01
2016-01-01 21:30:00,0
2016-01-01 21:35:00,1.298*10^+00
2016-01-01 21:40:00,1.09345337520*10^+00
2016-01-01 21:45:00,1.341132527376121208*10^+00
2016-01-01 21:50:00,9.7305495383825857392*10^-01
2016-01-01 21:55:00,2.98819284*10^-01
2016-01-01 22:00:00,4.8425421397400*10^-01
2016-01-01 22:05:00,1.4*10^+00
2016-01-01 22:10:00,2.59546720078*10^-01
2016-01-01 22:15:00,0.2
2016-01-01 22:20:00,.
2016-01-01 22:25:00,1.39783062199
2016-01-01 22:30:00,1.03609*10^+00
2016-01-01 22:35:00,4.1585249380015*10^-01
2016-01-01 22:40:00,0.5254475060037557821
2016-01-01 22:45:00,2.90173328849567702*10^-01
2016-01-01 22:50:00,0.51745091053539
2016-01-01 22:55:00,0.2188415670390
2016-01-01 23:00:00,1.1330325187*10^+00
2016-01-01 23:05:00,1
2016-01-01 23:10:00,0.9398998482804
2016-01-01 23:15:00,1.571881646*10^-01
2016-01-01 23:20:00,1*10^+00
2016-01-01 23:25:00,1.1689219834
2016-01-01 23:30:00,8.00244846055398*10^-01
2016-01-01 23:35:00,1.41790990202*10^+00
2016-01-01 23:40:00,0.8482
2016-01-01 23:45:00,1.420202608183120*10^+00
2016-01-01 23:50:00,1.0732*10^+00
2016-01-01 23:55:00,9.41259170157*10^-01
2016-01-02 00:00:00,1.377907676
2016-01-02 00:05:00,1.335
2016-01-02 00:10:00,0
2016-01-02 00:15:00,1.183952136982209913
2016-01-02 00:20:00,9.77795476782*10^-01
2016-01-02 00:25:00,1.82504287307386*10^-01
2016-01-02 00:30:00,0.4952024135250610026
2016-01-02 00:35:00,1.074517563
2016-01-02 00:40:00,8.484526*10^-01
2016-01-02 00:45:00,0.201
2016-01-02 00:50:00,1.0544194752*10^-01
2016-01-02 00:55:00,9.533577817274993*10^-01
2016-01-02 01:00:00,1.083157*10^+00
2016-01-02 01:05:00,0.27000078618
2016-01-02 01:10:00,8.9553676843435359167*10^-01
2016-01-02 01:15:00,1.01110861*10^+00
2016-01-02 01:20:00,0.303691
2016-01-02 01:25:00,1.776752144460*10^-01
2016-01-02 01:30:00,1.269967343318260999*10^+00
2016-01-02 01:35:00,4.350499158888*10^-02
2016-01-02 01:40:00,0.239400469
2016-01-02 01:45:00,2.2307366259539*10^-01
2016-01-02 01:50:00,9.23856187110699723*10^-01
2016-01-02 01:55:00,1.344736623505
2016-01-02 02:00:00,1.177232407115973434*10^+00
2016-01-02 02:05:00,0.0365896127357099241
2016-01-02 02:10:00,0.199706
2016-01-02 02:15:00,0.2104134635116968
2016-01-02 02:20:00,4.35293309593*10^-01
2016-01-02 02:25:00,0.166164604558686
2016-01-02 02:30:00,9.8705249*10^-01
2016-01-02 02:35:00,1.25501196960
2016-01-02 02:40:00,1.0414832362633*10^+00
2016-01-02 02:45:00,0.6
2016-01-02 02:50:00,8.8331685675*10^-02
2016-01-02 02:55:00,0.72958
2016-01-02 03:00:00,1.03411180*10^+00
2016-01-02 03:05:00,1.29155765767*10^+00
2016-01-02 03:10:00,1.0906289099206
2016-01-02 03:15:00,1.384
2016-01-02 03:20:00,0.10
2016-01-02 03:25:00,0.511891963
2016-01-02 03:30:00,1.28*10^+00
2016-01-02 03:35:00,0.0943339148509939884
2016-01-02 03:40:00,0.2
2016-01-02 03:45:00,0.75994
2016-01-02 03:50:00,1.2423103282890795*10^+00
2016-01-02 03:55:00,1.35044546092415496
2016-01-02 04:00:00,1.3368203*10^+00
2016-01-02 04:05:00,4.8844812018258871*10^-01
2016-01-02 04:10:00,1.17
2016-01-02 04:15:00,1.55371933*10^-01
2016-01-02 04:20:00,1.202021194
2016-01-02 04:25:00,0.269867851990213625
2016-01-02 04:30:00,1*10^+00
2016-01-02 04:35:00,0.04199251
2016-01-02 04:40:00,0.6495432554043565
2016-01-02 04:45:00,1.4*10^+00
2016-01-02 04:50:00,1.03437356978392847*10^+00
2016-01-02 04:55:00,0.046772823924
2016-01-02 05:00:00,1.27237*10^+00
2016-01-02 05:05:00,6.465547569779*10^-01
2016-01-02 05:10:00,1.25833042653
2016-01-02 05:15:00,1.39831785993*10^+00
2016-01-02 05:20:00,0.84846
2016-01-02 05:25:00,9.0*10^-01
#2016-01-02 05:30:00,6.15903*10^-01
2016-01-02 05:35:00,0.2962553
2016-01-02 05:40:00,1.2208033132929
2016-01-02 05:45:00,2.152093*10^-01
2016-01-02 05:50:00,1.1983690
2016-01-02 05:55:00,0.96273600192
2016-01-02 06:00:00,0.113719790063
2016-01-02 06:05:00,8.5592623327669048*10^-01
2016-01-02 06:10:00,1.307078*10^+00
2016-01-02 06:15:00,1.13671456097472179
2016-01-02 06:20:00,1.1480986216
2016-01-02 06:25:00,8.9*10^-02
2016-01-02 06:30:00,0.2435685
2016-01-02 06:35:00,1.09403275819217449
2016-01-02 06:40:00,1.255769*10^-01
2016-01-02 06:45:00,0.086
2016-01-02 06:50:00,1*10^+00
2016-01-02 06:55:00,0.183531829008615
2016-01-02 07:00:00,3.016453372788*10^-01
2016-01-02 07:05:00,1.29*10^-01
2016-01-02 07:10:00,1.42297447
2016-01-02 07:15:00,1.21315398007313*10^+00
2016-01-02 07:20:00,5.18776609105420*10^-01
2016-01-02 07:25:00,2.1450342644*10^-01
2016-01-02 07:30:00,1.3413952434628246824
2016-01-02 07:35:00,5.59*10^-01
2016-01-02 07:40:00,0.04077
2016-01-02 07:45:00,1.1422094063098586769
2016-01-02 07:50:00,6.2855305319*10^-01
2016-01-02 07:55:00,1.001898082905*10^+00
2016-01-02 08:00:00,5.01769879135196*10^-02
2016-01-02 08:05:00,0.55138724928320726
2016-01-02 08:10:00,0.98
2016-01-02 08:15:00,0.93608468815
2016-01-02 08:20:00,0.697
2016-01-02 08:25:00,0.82
2016-01-02 08:30:00,7.4601469526*10^-01
2016-01-02 08:35:00,1.1843377680910
2016-01-02 08:40:00,2.1655894849289*10^-01
2016-01-02 08:45:00,0.93579400514
2016-01-02 08:50:00,1.5208*10^-01
2016-01-02 08:55:00,1.488680952922
2016-01-02 09:00:00,1.059575812453206617*10^-01
2016-01-02 09:05:00,0.6044682418483
2016-01-02 09:10:00,1.7049348455*10^-02
2016-01-02 09:15:00,1.266*10^-01
2016-01-02 09:20:00,1.260679528239
2016-01-02 09:25:00,1.14136122825618913*10^+00
2016-01-02 09:30:00,1.38280704*10^+00
2016-01-02 09:35:00,1.15159
2016-01-02 09:40:00,6.219567405627838275*10^-01
2016-01-02 09:45:00,9.125844523835*10^-01
2016-01-02 09:50:00,1.1865397653
2016-01-02 09:55:00,8.40112577817*10^-01
2016-01-02 10:00:00,0.407508986726174527
2016-01-02 10:05:00,1.13*10^+00
2016-01-02 10:10:00,0.434437606686
2016-01-02 10:15:00,1*10^+00
2016-01-02 10:20:00,0.23023283
2016-01-02 10:25:00,8*10^-01
2016-01-02 10:30:00,1.4848927
2016-01-02 10:35:00,6.763814*10^-01
2016-01-02 10:40:00,1.330761957*10^+00
2016-01-02 10:45:00,0.02625815
2016-01-02 10:50:00,6.057189908370930*10^-01
2016-01-02 10:55:00,1.34731197234*10^+00
2016-01-02 11:00:00,0.789657731
2016-01-02 11:05:00,1.22*10^+00
2016-01-02 11:10:00,4.2209697813825*10^-01
2016-01-02 11:15:00,0.94091711935629929
2016-01-02 11:20:00,1.2228*10^+00
2016-01-02 11:25:00,0.532282099375633
2016-01-02 11:30:00,0.4065182003688618262
2016-01-02 11:35:00,1.167114393863*10^+00
2016-01-02 11:40:00,0.8036716411839
2016-01-02 11:45:00,9.193343284629911*10^-01
2016-01-02 11:50:00,5.4351337466*10^-01
2016-01-02 11:55:00,1.2
2016-01-02 12:00:00,9.4090*10^-02
2016-01-02 12:05:00,5.6208003*10^-01
2016-01-02 12:10:00,1.498351144836
2016-01-02 12:15:00,0.86329194664177
2016-01-02 12:20:00,1.130354604046025724
2016-01-02 12:25:00,5.9333*10^-01
2016-01-02 12:30:00,0.96534
2016-01-02 12:35:00,0.4635700721
2016-01-02 12:40:00,0.4293296644
2016-01-02 12:45:00,0.595196126
2016-01-02 12:50:00,4*10^-01
2016-01-02 12:55:00,7.3722532402595*10^-01
2016-01-02 13:00:00,5.98546756943010960*10^-01
2016-01-02 13:05:00,1.2935*10^+00
2016-01-02 13:10:00,0.75946394366
2016-01-02 13:15:00,0.98
2016-000001-00000000000002 0000000000000000013:0000000000000000020:00,2.483034302*10^+00
2016-01-02 13:25:00,7.54359162*10^-01
2016-01-02 13:30:00,0.7983557341
2016-01-02 13:35:00,2.17101824105298991*10^-01
2016-01-02 13:40:00,1
2016-01-02 13:45:00,0.89111032029200
2016-01-02 13:50:00,4.2*10^-01
2016-01-02 13:55:00,3.939973*10^-01
2016-01-02 14:00:00,1.4950671948003892986
2016-01-02 14:05:00,1.372212855551490973*10^+00
2016-01-02 14:10:00,1.3460156027441916304*10^+00
2016-01-02 14:15:00,1.240285*10^+00
2016-01-02 14:20:00,8.54859431*10^-01
2016-01-02 14:25:00,1.4257*10^+00
2016-01-02 14:30:00,0.78377075948928054
2016-01-02 14:35:00,5.267*10^-01
2016-01-02 14:40:00,0.731
2016-01-02 14:45:00,6.59*10^-01
2016-01-02 14:50:00,7.647214*10^-01
2016-01-02 14:55:00,1.06449275979050
2016-01-02 15:00:00,1.219344406723671
2016-01-02 15:05:00,3.43935967118*10^-01
2016-01-02 15:10:00,6.42363585365174072*10^-02
2016-01-02 15:15:00,6.9545143502552586590*10^-01
2016-01-02 15:20:00,7.15599*10^-01
2016-01-02 15:25:00,7.051*10^-01
2016-01-02 15:30:00,0.0322496554
2016-01-02 15:35:00,0.8594918160
2016-01-02 15:40:00,2.971*10^-01
2016-01-02 15:45:00,4.9552054*10^-01
2016-01-02 15:50:00,1.33534189*10^-01
2016-01-02 15:55:00,1.4
2016-01-02 16:00:00,5.4555*10^-01
2016-01-02 16:05:00,1.328263
2016-01-02 16:10:00,2.850922324159612109*10^-01
2016-01-02 16:15:00,4.04715*10^-01
2016-01-02 16:20:00,4.7*10^-01
2016-01-02 16:25:00,0.88694
2016-01-02 16:30:00,1
2016-01-02 16:35:00,2.460206110245*10^-01
2016-01-02 16:40:00,1.49558758386
2016-01-02 16:45:00,7.18*10^-01
2016-01-02 16:50:00,0.1137
2016-01-02 16:55:00,1.256676925000118*10^+00
2016-01-02 17:00:00,4*10^-01
2016-01-02 17:05:00,0.4
2016-01-02 17:10:00,1.6702623*10^-02
2016-01-02 17:15:00,2.175817872479473003*10^-01
2016-01-02 17:20:00,4.9335951*10^-01
2016-01-02 17:25:00,1.409779634051854*10^+00
2016-01-02 17:30:00,1.002238322516*10^+00
2016-01-02 17:35:00,6.9*10^-01
2016-01-02 17:40:00,1.4
2016-01-02 17:45:00,0.845441955302582
2016-01-02 17:50:00,4.9721194826867987*10^-01
2016-01-02 17:55:00,0.550
2016-01-02 18:00:00,6.363882411441*10^-01
2016-01-02 18:05:00,0.38533192797812249
2016-01-02 18:10:00,0.1376594450034477890
2016-01-02 18:15:00,0.088908
2016-01-02 18:20:00,3.957370*10^-01
2016-01-02 18:25:00,1.36840526428
2016-01-02 18:30:00,2.0198709783*10^-01
2016-01-02 18:35:00,1.0*10^+00
2016-01-02 18:40:00,1*10^+00
2016-01-02 18:45:00,1*10^+00
2016-01-02 18:50:00,8.0635895*10^-01
2016-01-02 18:55:00,2.689099003416066*10^-01
2016-01-02 19:00:00,0.482307674122
2016-01-02 19:05:00,0.467210178946708
2016-01-02 19:10:00,8.87307*10^-01
2016-01-02 19:15:00,5.2874*10^-01
2016-01-02 19:20:00,1.2768574
2016-01-02 19:25:00,1.0377594996420*10^-01
2016-01-02 19:30:00,1.4636*10^-01
2016-01-02 19:35:00,8.573347751*10^-01
2016-01-02 19:40:00,1.289932006406566023
2016-01-02 19:45:00,0.1
2016-01-02 19:50:00,0.283869840803
2016-01-02 19:55:00,1.2826725734783*10^+00
2016-01-02 20:00:00,1.3681*10^+00
2016-01-02 20:05:00,7.6270693552806356763*10^-01
2016-01-02 20:10:00,4.6991*10^-01
2016-01-02 20:15:00,1.357367372*10^+00
2016-01-02 20:20:00,3.8493227324678198*10^-01
2016-01-02 20:25:00,1.3630*10^+00
2016-01-02 20:30:00,0.8013146479155
2016-01-02 20:35:00,0.73535003943152
2016-01-02 20:40:00,4.7173077961044890*10^-02
2016-01-02 20:45:00,0.848609343101
2016-01-02 20:50:00,0.7129284603116
2016-01-02 20:55:00,1.462580990*10^+00
2016-01-02 21:00:00,1.08622532411768358
2016-01-02 21:05:00,4.937440042820*10^-01
2016-01-02 21:10:00,0.81168760793
2016-01-02 21:15:00,3.38629669900345431*10^-01
2016-01-02 21:20:00,1.276
2016-01-02 21:25:00,0.584623882120765770
2016-01-02 21:30:00,1.468996281721161701*10^+00
2016-01-02 21:35:00,1.109155247504430*10^+00
2016-01-02 21:40:00,1.4011104083159520162
2016-01-02 21:45:00,0.2389261
2016-01-02 21:50:00,1.3585042640839*10^+00
2016-01-02 21:55:00,1.4481371445340
2016-01-02 22:00:00,1.135255219943474558*10^-01
2016-01-02 22:05:00,1*10^-01
2016-01-02 22:10:00,0.9195382971873
2016-01-02 22:15:00,0.350514339679160
2016-01-02 22:20:00,5.106552294505*10^-01
2016-01-02 22:25:00,1.37067208
2016-01-02 22:30:00,0.84854
2016-01-02 22:35:00,0.6291
2016-01-02 22:40:00,0.269337821644
2016-01-02 22:45:00,1.103769757367563331
2016-01-02 22:50:00,0
2016-01-02 22:55:00,1.3677784
2016-01-02 23:00:00,7.89696320793*10^-02
2016-01-02 23:05:00,1.04
2016-01-02 23:10:00,0.5973677954624256881
2016-01-02 23:15:00,1.24271*10^+00
2016-01-02 23:20:00,0.45693376
2016-01-02 23:25:00,1.204174153136170267
2016-01-02 23:30:00,0.7119652
2016-01-02 23:35:00,0.8880814776700369784
2016-01-02 23:40:00,1.35862904
2016-01-02 23:45:00,0.2981039363882
2016-01-02 23:50:00,1.64111289737798*10^-01
2016-01-02 23:55:00,9.0561397439130298*10^-01
2016-01-03 00:00:00,6.7472423947*10^-01
2016-01-03 00:05:00,1.1391570531480
2016-01-03 00:10:00,0.15501491
2016-01-03 00:15:00,1.246691718812422689
2016-01-03 00:20:00,0.1316532120721662
2016-01-03 00:25:00,1.1115
2016-01-03 00:30:00,2.8008849047128508980*10^-01
2016-01-03 00:35:00,0.483
2016-01-03 00:40:00,1.04098577939019798
2016-01-03 00:45:00,0.460561894328
2016-01-03 00:50:00,4.44977901617520488*10^-01
2016-01-03 00:55:00,6.730747375046252090*10^-01
2016-01-03 01:00:00,1.2369686196264664
2016-01-03 01:05:00,5.933334688*10^-01
2016-01-03 01:10:00,3.75964590290544798*10^-01
2016-01-03 01:15:00,0.42369
2016-01-03 01:20:00,0.87670308322492
2016-01-03 01:25:00,1
2016-01-03 01:30:00,8.625696605828449*10^-01
2016-01-03 01:35:00,0
2016-01-03 01:40:00,8.335121399*10^-01
2016-01-03 01:45:00,1.49622140382240598
2016-01-03 01:50:00,0.64368
2016-01-03 01:55:00,0.347454633492722
2016-01-03 02:00:00,7.5188027147756908430*10^-01
2016-01-03 02:05:00,4.2*10^-01
2016-01-03 02:10:00,2.579918965967*10^-01
2016-01-03 02:15:00,0.3084
2016-01-03 02:20:00,1.076561749716
2016-01-03 02:25:00,8.7788366031734455*10^-01
2016-01-03 02:30:00,1.30058236061623
2016-01-03 02:35:00,5.007063*10^-01
2016-01-03 02:40:00,0.14571784
2016-01-03 02:45:00,3.6796956922*10^-01
2016-01-03 02:50:00,0.8921891697180
2016-01-03 02:55:00,1.7850681449217110*10^-01
2016-01-03 03:00:00,1.046483
2016-01-03 03:05:00,1.40795*10^+00
2016-01-03 03:10:00,0.305
2016-01-03 03:15:00,1.00
2016-01-03 03:20:00,7.2781036944492*10^-01
2016-01-03 03:25:00,0.41
2016-01-03 03:30:00,1.0018437
2016-01-03 03:35:00,0.7994877241084
2016-01-03 03:40:00,3.6476073431*10^-01
2016-01-03 03:45:00,0.557762917
2016-01-03 03:50:00,0.6187
2016-01-03 03:55:00,1.29*10^+00
2016-01-03 04:00:00,0.6478828800133815680
2016-01-03 04:05:00,1.0532142692493
2016-01-03 04:10:00,1.483169*10^+00
2016-01-03 04:15:00,8.785922692057641*10^-01
2016-01-03 04:20:00,1.110982
2016-01-03 04:25:00,3.4271036*10^-01
2016-01-03 04:30:00,0.401859081071736
